id,year,week,postseason,id_home_team,id_away_team,points_home,points_away,completed,conference_game
1423,1894,9,0,2329,1000100,0.0,14.0,1,0
1424,1894,9,0,275,2294,44.0,0.0,1,0
1425,1894,10,0,225,112,30.0,0.0,1,0
1426,1894,10,0,2731,109,12.0,0.0,1,0
1427,1894,10,0,80,1000157,26.0,0.0,1,0
1428,1894,10,0,219,322,26.0,0.0,1,0
1429,1894,10,0,2329,153,24.0,6.0,1,0
1430,1894,10,0,43,1000135,42.0,0.0,1,0
1431,1894,10,0,225,43,0.0,12.0,1,0
1432,1894,10,0,109,2977,18.0,0.0,1,0
1433,1894,10,0,108,1000101,40.0,0.0,1,0
1434,1894,10,0,1000075,7,0.0,6.0,1,0
1435,1894,10,0,340,159,0.0,14.0,1,0
1436,1894,10,0,349,1000059,30.0,0.0,1,0
1437,1894,10,0,1000151,262,34.0,6.0,1,0
1438,1894,10,0,1000100,322,6.0,18.0,1,0
1439,1894,10,0,266,275,0.0,46.0,1,0
1440,1894,10,0,1000158,112,16.0,0.0,1,0
1441,1894,10,0,113,2749,0.0,44.0,1,0
1442,1894,10,0,356,77,66.0,0.0,1,0
1443,1894,10,0,172,130,22.0,0.0,1,0
1444,1894,10,0,163,1000135,40.0,0.0,1,0
1445,1894,10,0,80,2509,6.0,10.0,1,0
1446,1894,11,0,80,1000128,4.0,0.0,1,0
1447,1894,11,0,2731,7,34.0,10.0,1,0
1448,1894,11,0,43,112,67.0,0.0,1,0
1449,1894,11,0,1000100,225,10.0,12.0,1,0
1450,1894,11,0,1000075,172,0.0,22.0,1,0
1451,1894,11,0,1000061,1000059,6.0,32.0,1,0
1452,1894,11,0,1000159,2977,0.0,10.0,1,0
1453,1894,11,0,80,262,28.0,0.0,1,0
1454,1894,11,0,43,2329,50.0,0.0,1,0
1455,1894,11,0,2305,130,12.0,22.0,1,0
1456,1894,11,0,1000101,7,0.0,0.0,1,0
1457,1894,11,0,113,1000095,16.0,0.0,1,0
1458,1894,11,0,135,266,40.0,0.0,1,0
1459,1894,11,0,159,2731,10.0,0.0,1,0
1460,1894,11,0,163,219,0.0,12.0,1,0
1461,1894,11,0,108,1000109,36.0,0.0,1,0
1462,1894,11,0,2426,2329,10.0,0.0,1,0
1463,1894,12,0,172,2731,0.0,0.0,1,0
1464,1894,12,0,43,1000109,48.0,0.0,1,0
1465,1894,12,0,322,2329,28.0,0.0,1,0
1466,1894,12,0,112,109,4.0,0.0,1,0
1467,1894,12,0,1000100,163,4.0,16.0,1,0
1468,1894,12,0,108,225,18.0,0.0,1,0
1469,1894,12,0,2731,1000059,20.0,0.0,1,0
1470,1894,12,0,275,135,6.0,0.0,1,0
1471,1894,12,0,130,391,14.0,6.0,1,0
1472,1894,12,0,219,172,6.0,0.0,1,0
1473,1894,12,0,356,2509,2.0,22.0,1,0
1474,1894,12,0,159,7,30.0,0.0,1,0
1475,1894,13,0,183,1000059,10.0,20.0,1,0
1476,1894,13,0,225,340,42.0,0.0,1,0
1477,1894,13,0,109,7,4.0,6.0,1,0
1478,1894,13,0,89,2509,0.0,44.0,1,0
1479,1894,13,0,77,80,0.0,36.0,1,0
1480,1894,13,0,130,172,12.0,4.0,1,0
1481,1894,13,0,2329,322,11.0,8.0,1,0
1482,1894,13,0,43,108,12.0,4.0,1,0
1483,1894,13,0,159,225,4.0,20.0,1,0
1484,1894,13,0,356,1000150,14.0,18.0,1,0
1485,1894,13,0,112,1000101,10.0,20.0,1,0
1486,1894,14,0,225,109,16.0,4.0,1,0
1487,1894,14,0,80,130,4.0,6.0,1,0
1488,1894,14,0,356,1000143,10.0,0.0,1,0
1489,1894,14,0,83,2509,0.0,28.0,1,0
1490,1894,14,0,172,2329,10.0,6.0,1,0
1491,1894,14,0,1000089,112,4.0,6.0,1,0
1492,1894,14,0,322,2083,44.0,0.0,1,0
1493,1894,14,0,219,108,18.0,4.0,1,0
1494,1894,14,0,1000109,159,4.0,0.0,1,0
1495,1894,14,0,43,163,24.0,0.0,1,0
1496,1894,15,0,24,80,4.0,24.0,1,0
1497,1894,15,0,24,80,12.0,0.0,1,0
1498,1894,16,0,1000160,80,6.0,0.0,1,0
1499,1894,16,0,1000161,80,0.0,52.0,1,0
1500,1895,1,0,80,1000127,28.0,0.0,1,0
1501,1895,2,0,80,1000128,42.0,6.0,1,0
1502,1895,2,0,1000162,66,12.0,10.0,1,0
1503,1895,3,0,275,77,12.0,6.0,1,0
1504,1895,3,0,80,1000163,28.0,0.0,1,0
1505,1895,4,0,80,1000123,24.0,0.0,1,0
1506,1895,4,0,172,183,8.0,0.0,1,0
1507,1895,4,0,2509,66,6.0,0.0,1,0
1508,1895,4,0,1000165,135,0.0,20.0,1,0
1509,1895,4,0,225,1000164,22.0,0.0,1,0
1510,1895,4,0,164,2329,0.0,25.0,1,0
1511,1895,4,0,7,113,42.0,0.0,1,0
1512,1895,4,0,2731,1000105,4.0,0.0,1,0
1513,1895,4,0,1000061,1000166,10.0,0.0,1,0
1514,1895,4,0,112,1000117,14.0,0.0,1,0
1515,1895,4,0,262,1000128,6.0,0.0,1,0
1516,1895,4,0,80,1000109,8.0,0.0,1,0
1517,1895,4,0,159,1000090,50.0,0.0,1,0
1518,1895,4,0,2977,43,0.0,8.0,1,0
1519,1895,4,0,77,66,0.0,36.0,1,0
1520,1895,4,0,275,66,28.0,6.0,1,0
1521,1895,5,0,219,1000002,40.0,0.0,1,0
1522,1895,5,0,108,159,4.0,0.0,1,0
1523,1895,5,0,1000167,163,0.0,38.0,1,0
1524,1895,5,0,219,2083,40.0,0.0,1,0
1525,1895,5,0,43,225,4.0,0.0,1,0
1526,1895,5,0,77,1000152,16.0,0.0,1,0
1527,1895,5,0,219,2234,42.0,0.0,1,0
1528,1895,5,0,113,1000061,0.0,26.0,1,0
1529,1895,5,0,108,7,24.0,0.0,1,0
1530,1895,5,0,2731,2142,30.0,6.0,1,0
1531,1895,5,0,275,1000142,32.0,4.0,1,0
1532,1895,5,0,130,1000149,34.0,0.0,1,0
1533,1895,5,0,1000059,43,0.0,26.0,1,0
1534,1895,5,0,356,89,48.0,0.0,1,0
1535,1895,5,0,349,2977,50.0,0.0,1,0
1536,1895,5,0,1000100,322,0.0,12.0,1,0
1537,1895,5,0,112,103,28.0,0.0,1,0
1538,1895,5,0,1000168,159,6.0,10.0,1,0
1539,1895,5,0,80,262,52.0,0.0,1,0
1540,1895,5,0,77,266,34.0,6.0,1,0
1541,1895,5,0,213,172,0.0,0.0,1,0
1542,1895,5,0,163,164,22.0,0.0,1,0
1543,1895,5,0,135,65,4.0,6.0,1,0
1544,1895,6,0,163,258,36.0,0.0,1,0
1545,1895,6,0,108,1000090,42.0,0.0,1,0
1546,1895,6,0,43,7,36.0,0.0,1,0
1547,1895,6,0,1000142,262,14.0,0.0,1,0
1548,1895,6,0,159,340,10.0,10.0,1,0
1549,1895,6,0,1000075,219,0.0,32.0,1,0
1550,1895,6,0,159,121,38.0,0.0,1,0
1551,1895,6,0,163,322,14.0,0.0,1,0
1552,1895,6,0,1000109,356,8.0,0.0,1,0
1553,1895,6,0,130,1000079,42.0,0.0,1,0
1554,1895,6,0,275,262,26.0,5.0,1,0
1555,1895,6,0,113,2977,0.0,22.0,1,0
1556,1895,6,0,349,108,0.0,4.0,1,0
1557,1895,6,0,2509,96,32.0,0.0,1,0
1558,1895,6,0,1000170,66,0.0,6.0,1,0
1559,1895,6,0,7,1000061,12.0,10.0,1,0
1560,1895,6,0,225,112,28.0,0.0,1,0
1561,1895,6,0,1000171,135,0.0,6.0,1,0
1562,1895,6,0,43,1000075,8.0,2.0,1,0
1563,1895,6,0,172,1000169,12.0,4.0,1,0
1564,1895,6,0,77,1000142,44.0,0.0,1,0
1565,1895,6,0,219,2329,54.0,0.0,1,0
1566,1895,7,0,1000061,7,14.0,16.0,1,0
1567,1895,7,0,1000138,163,0.0,38.0,1,0
1568,1895,7,0,108,2731,32.0,0.0,1,0
1569,1895,7,0,43,159,26.0,0.0,1,0
1570,1895,7,0,219,1000015,36.0,0.0,1,0
1571,1895,7,0,142,2509,16.0,6.0,1,0
1572,1895,7,0,80,77,6.0,22.0,1,0
1573,1895,7,0,2977,1000175,64.0,0.0,1,0
1574,1895,7,0,163,1000174,10.0,4.0,1,0
1575,1895,7,0,219,258,54.0,0.0,1,0
1576,1895,7,0,275,65,14.0,4.0,1,0
1577,1895,7,0,135,66,24.0,0.0,1,0
1578,1895,7,0,1000061,1000041,46.0,6.0,1,0
1579,1895,7,0,108,225,26.0,6.0,1,0
1580,1895,7,0,159,109,30.0,0.0,1,0
1581,1895,7,0,43,1000100,24.0,12.0,1,0
1582,1895,7,0,172,322,0.0,6.0,1,0
1583,1895,7,0,183,2731,10.0,28.0,1,0
1584,1895,7,0,356,2286,79.0,0.0,1,0
1585,1895,7,0,1000075,7,20.0,0.0,1,0
1586,1895,7,0,262,1000172,6.0,0.0,1,0
1587,1895,7,0,130,1000173,64.0,0.0,1,0
1588,1895,7,0,349,112,35.0,0.0,1,0
1589,1895,7,0,2749,113,16.0,4.0,1,0
1590,1895,8,0,262,1000109,0.0,30.0,1,0
1591,1895,8,0,159,1000010,12.0,0.0,1,0
1592,1895,8,0,43,2731,54.0,0.0,1,0
1593,1895,8,0,80,1000142,24.0,4.0,1,0
1594,1895,8,0,1000176,219,0.0,30.0,1,0
1595,1895,8,0,2329,163,0.0,16.0,1,0
1596,1895,8,0,109,225,0.0,14.0,1,0
1597,1895,8,0,2749,112,6.0,10.0,1,0
1598,1895,8,0,322,2667,56.0,0.0,1,0
1599,1895,8,0,130,262,40.0,0.0,1,0
1600,1895,8,0,163,1000059,22.0,0.0,1,0
1601,1895,8,0,108,172,25.0,0.0,1,0
1602,1895,8,0,1000075,2731,43.0,0.0,1,0
1603,1895,8,0,113,1000177,6.0,0.0,1,0
1604,1895,8,0,225,2329,22.0,4.0,1,0
1605,1895,8,0,349,159,6.0,0.0,1,0
1606,1895,8,0,219,322,30.0,0.0,1,0
1607,1895,8,0,356,275,10.0,10.0,1,0
1608,1895,8,0,1000101,43,0.0,0.0,1,0
1609,1895,8,0,80,135,6.0,10.0,1,0
1610,1895,8,0,1000061,112,16.0,10.0,1,0
1611,1895,8,0,2294,66,0.0,24.0,1,0
1612,1895,8,0,1000149,262,0.0,16.0,1,0
1613,1895,9,0,2509,135,16.0,4.0,1,0
1614,1895,9,0,163,1000100,0.0,0.0,1,0
1615,1895,9,0,112,2977,4.0,0.0,1,0
1616,1895,9,0,322,164,52.0,0.0,1,0
1617,1895,9,0,43,159,32.0,0.0,1,0
1618,1895,9,0,219,225,12.0,0.0,1,0
1619,1895,9,0,77,262,24.0,0.0,1,0
1620,1895,9,0,219,1000109,12.0,4.0,1,0
1621,1895,9,0,225,1000061,10.0,5.0,1,0
1622,1895,9,0,1000041,2977,0.0,30.0,1,0
1623,1895,9,0,80,275,22.0,12.0,1,0
1624,1895,9,0,1000095,113,14.0,10.0,1,0
1625,1895,9,0,2509,77,6.0,24.0,1,0
1626,1895,9,0,163,108,12.0,4.0,1,0
1627,1895,9,0,349,43,8.0,28.0,1,0
1628,1895,9,0,130,391,42.0,0.0,1,0
1629,1895,9,0,112,1000090,20.0,0.0,1,0
1630,1895,9,0,7,2731,16.0,4.0,1,0
1631,1895,9,0,356,262,38.0,0.0,1,0
1632,1895,9,0,1000100,2329,2.0,0.0,1,0
1633,1895,9,0,2359,135,0.0,40.0,1,0
1634,1895,10,0,1000075,225,16.0,0.0,1,0
1635,1895,10,0,43,1000015,18.0,0.0,1,0
1636,1895,10,0,112,1000089,4.0,6.0,1,0
1637,1895,10,0,219,213,35.0,4.0,1,0
1638,1895,10,0,142,77,22.0,18.0,1,0
1639,1895,10,0,1000169,80,0.0,14.0,1,0
1640,1895,10,0,108,130,4.0,0.0,1,0
1641,1895,10,0,1000059,2731,6.0,14.0,1,0
1642,1895,10,0,159,7,20.0,0.0,1,0
1643,1895,10,0,163,172,6.0,0.0,1,0
1644,1895,10,0,2329,322,12.0,22.0,1,0
1645,1895,10,0,43,225,6.0,6.0,1,0
1646,1895,10,0,1000106,2977,0.0,18.0,1,0
1647,1895,10,0,1000164,112,0.0,6.0,1,0
1648,1895,11,0,225,109,28.0,0.0,1,0
1649,1895,11,0,112,1000062,30.0,0.0,1,0
1650,1895,11,0,1000178,112,4.0,6.0,1,0
1651,1895,11,0,135,275,14.0,10.0,1,0
1652,1895,11,0,349,1000059,16.0,0.0,1,0
1653,1895,11,0,172,225,6.0,4.0,1,0
1654,1895,11,0,130,2509,12.0,10.0,1,0
1655,1895,11,0,77,80,0.0,6.0,1,0
1656,1895,11,0,2731,159,5.0,10.0,1,0
1657,1895,11,0,43,1000100,26.0,0.0,1,0
1658,1895,11,0,2977,1000061,6.0,14.0,1,0
1659,1895,11,0,1000101,108,0.0,0.0,1,0
1660,1895,11,0,89,262,0.0,26.0,1,0
1661,1895,11,0,2426,2329,4.0,6.0,1,0
1662,1895,11,0,7,109,20.0,4.0,1,0
1663,1895,12,0,322,2329,14.0,6.0,1,0
1664,1895,12,0,349,225,26.0,0.0,1,0
1665,1895,12,0,1000059,1000061,0.0,6.0,1,0
1666,1895,12,0,108,219,14.0,17.0,1,0
1667,1895,12,0,356,77,38.0,4.0,1,0
1668,1895,12,0,109,112,6.0,0.0,1,0
1669,1895,12,0,43,163,20.0,10.0,1,0
1670,1895,12,0,1000101,7,20.0,0.0,1,0
1671,1895,12,0,130,135,20.0,0.0,1,0
1672,1895,13,0,219,172,46.0,2.0,1,0
1673,1895,13,0,2329,1000180,10.0,0.0,1,0
1674,1895,13,0,135,1000125,14.0,0.0,1,0
1675,1895,13,0,2509,356,6.0,2.0,1,0
1676,1895,13,0,225,159,10.0,4.0,1,0
1677,1895,13,0,7,1000179,68.0,0.0,1,0
1678,1895,13,0,262,266,0.0,18.0,1,0
1679,1895,13,0,80,130,0.0,12.0,1,0
1680,1896,1,0,80,1000127,24.0,0.0,1,0
1681,1896,2,0,80,1000123,24.0,0.0,1,0
1682,1896,2,0,1000182,135,0.0,34.0,1,0
1683,1896,2,0,80,1000181,47.0,0.0,1,0
1684,1896,3,0,80,1000127,12.0,0.0,1,0
1685,1896,3,0,225,2749,20.0,0.0,1,0
1686,1896,3,0,322,1000135,44.0,0.0,1,0
1687,1896,3,0,108,2731,6.0,0.0,1,0
1688,1896,3,0,80,1000163,46.0,0.0,1,0
1689,1896,3,0,2977,43,0.0,6.0,1,0
1690,1896,3,0,1000165,135,0.0,50.0,1,0
1691,1896,3,0,112,340,0.0,4.0,1,0
1692,1896,3,0,1000015,2175,28.0,6.0,1,0
1693,1896,3,0,2083,1000098,10.0,0.0,1,0
1694,1896,3,0,213,2248,40.0,0.0,1,0
1695,1896,3,0,262,1000152,14.0,0.0,1,0
1696,1896,3,0,2234,219,0.0,24.0,1,0
1697,1896,3,0,172,2142,6.0,0.0,1,0
1698,1896,4,0,43,7,12.0,0.0,1,0
1699,1896,4,0,219,2248,32.0,0.0,1,0
1700,1896,4,0,2731,1000105,12.0,4.0,1,0
1701,1896,4,0,77,1000127,20.0,0.0,1,0
1702,1896,4,0,2234,2248,24.0,0.0,1,0
1703,1896,4,0,163,164,44.0,0.0,1,0
1704,1896,4,0,213,221,10.0,4.0,1,0
1705,1896,4,0,219,2083,40.0,0.0,1,0
1706,1896,4,0,130,2199,18.0,0.0,1,0
1707,1896,4,0,80,2405,43.0,0.0,1,0
1708,1896,4,0,2175,2667,40.0,0.0,1,0
1709,1896,4,0,1000183,159,0.0,30.0,1,0
1710,1896,4,0,2731,1000061,6.0,0.0,1,0
1711,1896,4,0,1000176,1000015,0.0,18.0,1,0
1712,1896,4,0,77,1000109,4.0,0.0,1,0
1713,1896,4,0,340,7,0.0,0.0,1,0
1714,1896,4,0,135,2101,16.0,6.0,1,0
1715,1896,4,0,349,112,27.0,0.0,1,0
1716,1896,4,0,172,183,22.0,0.0,1,0
1717,1896,4,0,108,2977,34.0,0.0,1,0
1718,1896,4,0,356,262,38.0,0.0,1,0
1719,1896,4,0,2509,1000184,36.0,0.0,1,0
1720,1896,4,0,80,1000185,5.0,0.0,1,0
1721,1896,5,0,80,1000186,34.0,0.0,1,0
1722,1896,5,0,77,1000142,42.0,0.0,1,0
1723,1896,5,0,43,225,18.0,0.0,1,0
1724,1896,5,0,1000061,2749,12.0,4.0,1,0
1725,1896,5,0,262,1000187,6.0,0.0,1,0
1726,1896,5,0,163,322,0.0,0.0,1,0
1727,1896,5,0,108,1000164,18.0,0.0,1,0
1728,1896,5,0,2426,219,0.0,8.0,1,0
1729,1896,5,0,2426,2234,49.0,0.0,1,0
1730,1896,5,0,225,7,44.0,6.0,1,0
1731,1896,5,0,108,1000061,28.0,0.0,1,0
1732,1896,5,0,130,1000188,44.0,0.0,1,0
1733,1896,5,0,2731,1000089,24.0,0.0,1,0
1734,1896,5,0,340,121,22.0,0.0,1,0
1735,1896,5,0,43,1000100,12.0,0.0,1,0
1736,1896,5,0,213,2175,8.0,0.0,1,0
1737,1896,5,0,356,255,70.0,4.0,1,0
1738,1896,5,0,2749,2977,0.0,12.0,1,0
1739,1896,5,0,112,103,22.0,8.0,1,0
1740,1896,5,0,219,159,16.0,0.0,1,0
1741,1896,5,0,172,1000169,48.0,0.0,1,0
1742,1896,5,0,80,2294,6.0,0.0,1,0
1743,1896,5,0,163,2329,16.0,0.0,1,0
1744,1896,5,0,2509,1000151,32.0,4.0,1,0
1745,1896,5,0,266,77,6.0,6.0,1,0
1746,1896,5,0,275,262,34.0,0.0,1,0
1747,1896,5,0,135,65,12.0,0.0,1,0
1748,1896,6,0,1000061,7,6.0,0.0,1,0
1749,1896,6,0,275,1000189,18.0,0.0,1,0
1750,1896,6,0,219,258,20.0,0.0,1,0
1751,1896,6,0,2329,164,44.0,0.0,1,0
1752,1896,6,0,43,2731,22.0,0.0,1,0
1753,1896,6,0,87,80,0.0,18.0,1,0
1754,1896,6,0,163,1000015,22.0,6.0,1,0
1755,1896,6,0,277,322,0.0,18.0,1,0
1756,1896,6,0,130,1000190,28.0,0.0,1,0
1757,1896,6,0,277,322,0.0,6.0,1,0
1758,1896,6,0,108,225,12.0,0.0,1,0
1759,1896,6,0,219,2329,34.0,0.0,1,0
1760,1896,6,0,2083,1000191,10.0,0.0,1,0
1761,1896,6,0,2426,1000113,50.0,0.0,1,0
1762,1896,6,0,275,1000151,50.0,0.0,1,0
1763,1896,6,0,43,159,42.0,0.0,1,0
1764,1896,6,0,349,163,0.0,11.0,1,0
1765,1896,6,0,277,322,0.0,34.0,1,0
1766,1896,6,0,2234,1000030,4.0,4.0,1,0
1767,1896,6,0,172,112,18.0,0.0,1,0
1768,1896,6,0,183,2731,6.0,24.0,1,0
1769,1896,6,0,340,33,12.0,0.0,1,0
1770,1896,6,0,135,2509,14.0,0.0,1,0
1771,1896,6,0,77,1000190,16.0,6.0,1,0
1772,1896,6,0,80,391,30.0,0.0,1,0
1773,1896,6,0,109,2977,6.0,16.0,1,0
1774,1896,6,0,130,262,66.0,0.0,1,0
1775,1896,6,0,2175,216,40.0,0.0,1,0
1776,1896,6,0,356,142,10.0,0.0,1,0
1777,1896,7,0,80,1000142,36.0,0.0,1,0
1778,1896,7,0,356,391,22.0,6.0,1,0
1779,1896,7,0,43,1000061,16.0,0.0,1,0
1780,1896,7,0,219,7,14.0,0.0,1,0
1781,1896,7,0,163,258,48.0,0.0,1,0
1782,1896,7,0,163,213,39.0,0.0,1,0
1783,1896,7,0,77,80,46.0,6.0,1,0
1784,1896,7,0,219,322,4.0,6.0,1,0
1785,1896,7,0,172,108,4.0,13.0,1,0
1786,1896,7,0,225,2329,16.0,0.0,1,0
1787,1896,7,0,43,1000015,12.0,6.0,1,0
1788,1896,7,0,159,340,28.0,10.0,1,0
1789,1896,7,0,2248,2234,10.0,0.0,1,0
1790,1896,7,0,2977,112,16.0,2.0,1,0
1791,1896,7,0,2142,2731,0.0,4.0,1,0
1792,1896,7,0,135,66,18.0,6.0,1,0
1793,1896,7,0,275,65,54.0,6.0,1,0
1794,1896,7,0,2509,130,0.0,16.0,1,0
1795,1896,7,0,2426,1000191,0.0,6.0,1,0
1796,1896,7,0,7,1000061,6.0,4.0,1,0
1797,1896,7,0,349,1000059,44.0,0.0,1,0
1798,1896,8,0,1000092,108,8.0,5.0,1,0
1799,1896,8,0,43,1000167,12.0,6.0,1,0
1800,1896,8,0,1000138,163,0.0,46.0,1,0
1801,1896,8,0,219,225,16.0,0.0,1,0
1802,1896,8,0,262,1000192,56.0,0.0,1,0
1803,1896,8,0,159,225,10.0,10.0,1,0
1804,1896,8,0,2234,1000193,32.0,0.0,1,0
1805,1896,8,0,349,43,2.0,16.0,1,0
1806,1896,8,0,322,2175,18.0,0.0,1,0
1807,1896,8,0,163,172,37.0,0.0,1,0
1808,1896,8,0,340,2731,0.0,22.0,1,0
1809,1896,8,0,112,1000061,4.0,28.0,1,0
1810,1896,8,0,2977,7,12.0,0.0,1,0
1811,1896,8,0,135,1000125,8.0,0.0,1,0
1812,1896,8,0,80,356,12.0,0.0,1,0
1813,1896,8,0,130,2329,40.0,0.0,1,0
1814,1896,8,0,2083,213,10.0,0.0,1,0
1815,1896,8,0,2426,164,40.0,6.0,1,0
1816,1896,8,0,108,1000015,4.0,0.0,1,0
1817,1896,8,0,266,275,0.0,6.0,1,0
1818,1896,9,0,219,2175,30.0,2.0,1,0
1819,1896,9,0,43,1000101,10.0,0.0,1,0
1820,1896,9,0,2234,1000002,10.0,0.0,1,0
1821,1896,9,0,83,2509,0.0,22.0,1,0
1822,1896,9,0,219,1000015,21.0,0.0,1,0
1823,1896,9,0,275,80,24.0,0.0,1,0
1824,1896,9,0,2175,1000030,32.0,0.0,1,0
1825,1896,9,0,108,163,0.0,12.0,1,0
1826,1896,9,0,1000090,112,4.0,6.0,1,0
1827,1896,9,0,1000061,349,12.0,12.0,1,0
1828,1896,9,0,2426,2329,24.0,10.0,1,0
1829,1896,9,0,356,77,4.0,10.0,1,0
1830,1896,9,0,225,43,6.0,18.0,1,0
1831,1896,9,0,340,33,6.0,6.0,1,0
1832,1896,9,0,2731,7,4.0,6.0,1,0
1833,1896,9,0,135,130,4.0,6.0,1,0
1834,1896,9,0,172,2083,54.0,0.0,1,0
1835,1896,10,0,262,80,0.0,0.0,1,0
1836,1896,10,0,2071,322,0.0,17.0,1,0
1837,1896,10,0,1000098,322,0.0,23.0,1,0
1838,1896,10,0,1000061,2977,24.0,12.0,1,0
1839,1896,10,0,2891,262,12.0,0.0,1,0
1840,1896,10,0,1000089,112,12.0,8.0,1,0
1841,1896,10,0,172,2731,0.0,0.0,1,0
1842,1896,10,0,77,80,6.0,18.0,1,0
1843,1896,10,0,322,2234,38.0,0.0,1,0
1844,1896,10,0,108,1000101,6.0,8.0,1,0
1845,1896,10,0,87,2509,22.0,28.0,1,0
1846,1896,10,0,130,391,10.0,0.0,1,0
1847,1896,10,0,7,159,0.0,32.0,1,0
1848,1896,10,0,340,311,12.0,6.0,1,0
1849,1896,10,0,2329,1000194,26.0,0.0,1,0
1850,1896,10,0,2977,1000041,40.0,0.0,1,0
1851,1896,10,0,1000015,2132,28.0,0.0,1,0
1852,1896,10,0,2083,2071,18.0,6.0,1,0
1853,1896,10,0,43,1000195,16.0,0.0,1,0
1854,1896,10,0,219,213,27.0,0.0,1,0
1855,1896,11,0,349,225,8.0,6.0,1,0
1856,1896,11,0,1000015,213,48.0,5.0,1,0
1857,1896,11,0,1000101,340,24.0,6.0,1,0
1858,1896,11,0,275,135,6.0,0.0,1,0
1859,1896,11,0,163,43,24.0,6.0,1,0
1860,1896,11,0,2083,2175,6.0,0.0,1,0
1861,1896,11,0,322,1000061,18.0,0.0,1,0
1862,1896,11,0,109,112,0.0,0.0,1,0
1863,1896,11,0,159,2731,10.0,0.0,1,0
1864,1896,11,0,7,2749,44.0,0.0,1,0
1865,1896,11,0,130,2746,28.0,0.0,1,0
1866,1896,11,0,219,108,8.0,6.0,1,0
1867,1896,11,0,2426,1000196,11.0,5.0,1,0
1868,1896,12,0,356,2509,4.0,4.0,1,0
1869,1896,12,0,159,1000164,12.0,6.0,1,0
1870,1896,12,0,1000015,225,12.0,24.0,1,0
1871,1896,12,0,1000159,2977,0.0,0.0,1,0
1872,1896,12,0,2426,322,6.0,18.0,1,0
1873,1896,12,0,340,1000089,10.0,0.0,1,0
1874,1896,12,0,275,77,6.0,6.0,1,0
1875,1896,12,0,80,130,7.0,6.0,1,0
1876,1896,12,0,2083,2234,0.0,0.0,1,0
1877,1896,12,0,2175,1000197,10.0,0.0,1,0
1878,1896,12,0,219,172,32.0,10.0,1,0
1879,1896,12,0,2305,135,0.0,12.0,1,0
1880,1896,13,0,275,1000015,8.0,18.0,1,0
1881,1897,1,0,1000198,2175,0.0,2.0,1,0
1882,1897,2,0,80,1000123,14.0,0.0,1,0
1883,1897,3,0,2083,219,0.0,17.0,1,0
1884,1897,3,0,80,1000127,21.0,0.0,1,0
1885,1897,3,0,225,112,24.0,0.0,1,1
1886,1897,3,0,2083,1000199,45.0,0.0,1,0
1887,1897,3,0,219,2234,33.0,0.0,1,0
1888,1897,3,0,80,1000123,11.0,0.0,1,0
1889,1897,3,0,2175,216,18.0,0.0,1,0
1890,1897,3,0,213,2248,32.0,0.0,1,0
1891,1897,3,0,108,2731,20.0,0.0,1,1
1892,1897,3,0,172,2142,6.0,0.0,1,0
1893,1897,3,0,159,1000090,34.0,0.0,1,0
1894,1897,3,0,135,1000182,22.0,0.0,1,0
1895,1897,3,0,112,340,18.0,6.0,1,0
1896,1897,3,0,2071,322,0.0,14.0,1,0
1897,1897,4,0,1000098,322,0.0,26.0,1,0
1898,1897,4,0,108,340,24.0,0.0,1,0
1899,1897,4,0,77,1000152,6.0,0.0,1,0
1900,1897,4,0,219,2686,18.0,4.0,1,0
1901,1897,4,0,2977,43,0.0,10.0,1,1
1902,1897,4,0,80,2405,41.0,4.0,1,0
1903,1897,4,0,219,2083,33.0,0.0,1,0
1904,1897,4,0,112,1000010,6.0,20.0,1,0
1905,1897,4,0,356,1000163,26.0,0.0,1,0
1906,1897,4,0,130,2199,24.0,0.0,1,0
1907,1897,4,0,135,2359,26.0,0.0,1,0
1908,1897,4,0,322,213,24.0,0.0,1,1
1909,1897,4,0,163,2329,43.0,0.0,1,1
1910,1897,4,0,2509,2287,28.0,0.0,1,0
1911,1897,4,0,258,2234,38.0,0.0,1,0
1912,1897,4,0,43,1000061,30.0,0.0,1,1
1913,1897,4,0,1000015,2175,36.0,0.0,1,1
1914,1897,4,0,349,2977,38.0,6.0,1,1
1915,1897,4,0,108,159,13.0,0.0,1,1
1916,1897,4,0,275,262,30.0,0.0,1,0
1917,1897,4,0,172,183,16.0,0.0,1,0
1918,1897,5,0,219,2248,57.0,0.0,1,0
1919,1897,5,0,2234,322,0.0,8.0,1,1
1920,1897,5,0,103,112,0.0,12.0,1,0
1921,1897,5,0,225,1000061,24.0,12.0,1,1
1922,1897,5,0,43,7,18.0,0.0,1,1
1923,1897,5,0,163,164,53.0,0.0,1,0
1924,1897,5,0,2329,2731,5.0,0.0,1,1
1925,1897,5,0,275,1000189,8.0,0.0,1,0
1926,1897,5,0,2980,130,0.0,0.0,1,0
1927,1897,5,0,356,1000190,6.0,0.0,1,0
1928,1897,5,0,322,1000121,64.0,0.0,1,0
1929,1897,5,0,43,2731,32.0,0.0,1,1
1930,1897,5,0,1000015,2071,26.0,0.0,1,0
1931,1897,5,0,275,1000151,28.0,0.0,1,0
1932,1897,5,0,349,1000061,12.0,9.0,1,1
1933,1897,5,0,225,1000010,44.0,0.0,1,0
1934,1897,5,0,135,2101,48.0,6.0,1,0
1935,1897,5,0,172,112,15.0,0.0,1,1
