id,year,week,postseason,id_home_team,id_away_team,points_home,points_away,completed,conference_game,home_team_id,home_team_full_name,home_team_school_name,home_team_mascot,away_team_id,away_team_full_name,away_team_school_name,away_team_mascot,home_team_ranking,away_team_ranking
96395,2022,10,0,2568,200,,,1,1,2568,Southern Arkansas Muleriders,Southern Arkansas,Muleriders,200,Southern Nazarene Crimson Storm,Southern Nazarene,Crimson Storm,-1.0,-1.0
96364,2022,10,0,263,49,,,1,1,263,Loras College Duhawks ,Loras College,Duhawks ,49,Dubuque Spartans,Dubuque,Spartans,-1.0,-1.0
96685,2022,11,0,427,2733,,,1,1,427,Ohio Northern Polar Bears,Ohio Northern,Polar Bears,2733,Wilmington (OH) Quakers,Wilmington (OH),Quakers,-1.0,-1.0
96959,2022,13,0,175,81,,,1,0,175,Ithaca Bombers,Ithaca,Bombers,81,Springfield Pride,Springfield,Pride,-1.0,-1.0
96501,2022,11,0,398,247,,,1,1,398,Wilkes Colonels,Wilkes,Colonels,247,King's College (PA) Monarchs,King's College (PA),Monarchs,-1.0,-1.0
96330,2022,10,0,2231,196,,,1,1,2231,Fort Hays State Tigers,Fort Hays State,Tigers,196,Northeastern State RiverHawks,Northeastern State,RiverHawks,-1.0,-1.0
96659,2022,11,0,396,75,,,1,1,396,Wheaton College (Ill) Thunder,Wheaton College (Ill),Thunder,75,North Park Vikings,North Park,Vikings,-1.0,-1.0
89919,2019,11,0,2382,2747,,,0,1,2382,Mercer Bears,Mercer,Bears,2747,Wofford Terriers,Wofford,Terriers,-1.0,-1.0
96711,2022,11,0,2291,2071,,,1,1,2291,Indiana (PA) Crimson Hawks,Indiana (PA),Crimson Hawks,2071,Bloomsburg Huskies,Bloomsburg,Huskies,-1.0,-1.0
96614,2022,11,0,365,2781,,,1,1,365,Alfred Saxons,Alfred,Saxons,2781,Brockport State (NY) Golden Eagles,Brockport State (NY),Golden Eagles,-1.0,-1.0
96669,2022,11,0,2587,2043,,,1,1,2587,Southwest Minnesota State Mustangs,Southwest Minnesota State,Mustangs,2043,Augustana (SD) Vikings,Augustana (SD),Vikings,-1.0,-1.0
89938,2019,11,0,2046,2630,,,0,1,2046,Austin Peay Governors,Austin Peay,Governors,2630,UT Martin Skyhawks,UT Martin,Skyhawks,-1.0,-1.0
96495,2022,11,0,2969,2354,,,1,1,2969,Misericordia Cougars,Misericordia,Cougars,2354,Lycoming Warriors,Lycoming,Warriors,-1.0,-1.0
96617,2022,11,0,2779,2085,,,1,1,2779,St Lawrence Saints,St Lawrence,Saints,2085,Buffalo State Bengals,Buffalo State,Bengals,-1.0,-1.0
96654,2022,11,0,425,134,,,1,1,425,Northern State Wolves,Northern State,Wolves,134,Minnesota-Duluth Bulldogs,Minnesota-Duluth,Bulldogs,-1.0,-1.0
96655,2022,11,0,2106,74,,,1,1,2106,Carthage Redmen,Carthage,Redmen,74,Millikin Big Blue,Millikin,Big Blue,-1.0,-1.0
96316,2022,10,0,124,2802,,,1,1,124,Augsburg Auggies,Augsburg,Auggies,2802,Bethel (MN) Royals,Bethel (MN),Royals,-1.0,-1.0
96272,2022,10,0,2438,2122,,,1,1,2438,Nebraska-Kearney Lopers,Nebraska-Kearney,Lopers,2122,Central Oklahoma Bronchos,Central Oklahoma,Bronchos,-1.0,-1.0
96212,2022,10,0,237,175,,,1,1,237,Union Dutchmen,Union,Dutchmen,175,Ithaca Bombers,Ithaca,Bombers,-1.0,-1.0
96387,2022,10,0,2001,2069,,,1,1,2001,Adams State Grizzlies,Adams State,Grizzlies,2069,Black Hills State Yellow Jackets,Black Hills State,Yellow Jackets,-1.0,-1.0
96258,2022,10,0,2614,2845,,,1,1,2614,St. Vincent Bearcats,St. Vincent,Bearcats,2845,Waynesburg Yellow Jackets,Waynesburg,Yellow Jackets,-1.0,-1.0
96207,2022,10,0,124180,124179,,,1,0,124180,Bluefield Bluefields,Bluefield,Bluefields,124179,Lincoln University (CA) Oaklanders,Lincoln University (CA),Oaklanders,-1.0,-1.0
96345,2022,10,0,2043,134,,,1,1,2043,Augustana (SD) Vikings,Augustana (SD),Vikings,134,Minnesota-Duluth Bulldogs,Minnesota-Duluth,Bulldogs,-1.0,-1.0
96284,2022,10,0,2062,2018,,,0,0,2062,Bethany (WV) Bison,Bethany (WV),Bison,2018,Allegheny Golden Gators,Allegheny,Golden Gators,-1.0,-1.0
96552,2022,11,0,2980,2274,,,1,1,2980,Ohio Wesleyan Battling Bishops,Ohio Wesleyan,Battling Bishops,2274,Hiram Terriers,Hiram,Terriers,-1.0,-1.0
96621,2022,11,0,2286,266,,,1,1,2286,Illinois College Blueboys,Illinois College,Blueboys,266,Beloit College Buccaneers,Beloit College,Buccaneers,-1.0,-1.0
85185,2016,10,0,2916,2545,,,0,1,2916,Incarnate Word Cardinals,Incarnate Word,Cardinals,2545,Southeastern Louisiana Lions,Southeastern Louisiana,Lions,-1.0,-1.0
96671,2022,11,0,2292,2654,,,1,1,2292,Indianapolis Greyhounds,Indianapolis,Greyhounds,2654,Truman State Bulldogs,Truman State,Bulldogs,-1.0,-1.0
96662,2022,11,0,2283,2741,,,1,1,2283,Benedictine (IL) Eagles,Benedictine (IL),Eagles,2741,Wisconsin Lutheran Warriors,Wisconsin Lutheran,Warriors,-1.0,-1.0
89913,2019,11,0,2634,2197,,,0,1,2634,Tennessee State Tigers,Tennessee State,Tigers,2197,Eastern Illinois Panthers,Eastern Illinois,Panthers,-1.0,-1.0
97056,2022,15,0,426,2685,,,1,0,426,Mount Union Raiders,Mount Union,Raiders,2685,Wartburg Knights,Wartburg,Knights,-1.0,-1.0
96322,2022,10,0,2044,6353,,,1,1,2044,Aurora Spartans,Aurora,Spartans,6353,Lakeland University Lakeland,Lakeland University,Lakeland,-1.0,-1.0
89927,2019,11,0,2449,2710,,,0,1,2449,North Dakota State Bison,North Dakota State,Bison,2710,Western Illinois Leathernecks,Western Illinois,Leathernecks,-1.0,-1.0
85161,2016,10,0,2717,2678,,,0,1,2717,Western Carolina Catamounts,Western Carolina,Catamounts,2678,VMI Keydets,VMI,Keydets,-1.0,-1.0
85169,2016,10,0,2710,2287,,,0,1,2710,Western Illinois Leathernecks,Western Illinois,Leathernecks,2287,Illinois State Redbirds,Illinois State,Redbirds,-1.0,-1.0
96197,2022,10,0,2336,122666,,,1,0,2336,Limestone Saints,Limestone,Saints,122666,Barton College Bulldogs,Barton College,Bulldogs,-1.0,-1.0
96277,2022,10,0,2700,2248,,,1,1,2700,McDaniel College Terrors,McDaniel College,Terrors,2248,Gettysburg Bullets,Gettysburg,Bullets,-1.0,-1.0
96193,2022,10,0,110,2972,,,1,1,110,Mass Maritime Buccaneers,Mass Maritime,Buccaneers,2972,Plymouth State Panthers,Plymouth State,Panthers,-1.0,-1.0
96665,2022,11,0,2519,3,,,1,1,2519,Rhodes Lynx,Rhodes,Lynx,3,Birmingham-Southern Panthers,Birmingham-Southern,Panthers,-1.0,-1.0
96688,2022,11,0,2264,2033,,,1,1,2264,Harding Bison,Harding,Bison,2033,Arkansas Tech Wonder Boys,Arkansas Tech,Wonder Boys,-1.0,-1.0
96668,2022,11,0,613,2123,,,1,1,613,South Dakota Mines Hardrockers,South Dakota Mines,Hardrockers,2123,Chadron State Eagles,Chadron State,Eagles,-1.0,-1.0
96742,2022,11,0,2120,110243,,,1,0,2120,Central Washington Wildcats,Central Washington,Wildcats,110243,University of Texas of the Permian Basin Falcons,University of Texas of the Permian Basin,Falcons,-1.0,-1.0
96187,2022,10,0,286,2938,,,1,1,286,NC Wesleyan Battling Bishops,NC Wesleyan,Battling Bishops,2938,Huntingdon Hawks,Huntingdon,Hawks,-1.0,-1.0
96498,2022,11,0,2838,2224,,,1,1,2838,Tiffin Dragons,Tiffin,Dragons,2224,Findlay Oilers,Findlay,Oilers,-1.0,-1.0
89920,2019,11,0,2755,2016,,,0,1,2755,Grambling Tigers,Grambling,Tigers,2016,Alcorn State Braves,Alcorn State,Braves,-1.0,-1.0
96320,2022,10,0,509,583,,,1,1,509,Crown College Storm,Crown College,Storm,583,Northwestern (MN) Eagles,Northwestern (MN),Eagles,-1.0,-1.0
96594,2022,11,0,308,2316,,,1,1,308,Ashland Eagles,Ashland,Eagles,2316,Kentucky Wesleyan Panthers,Kentucky Wesleyan,Panthers,-1.0,-1.0
96565,2022,11,0,2891,268,,,1,1,2891,Ripon Redhawks,Ripon,Redhawks,268,Lawrence Vikings,Lawrence,Vikings,-1.0,-1.0
96270,2022,10,0,2369,2839,,,1,1,2369,Mars Hill Lions,Mars Hill,Lions,2839,Tusculum Pioneers,Tusculum,Pioneers,-1.0,-1.0
96428,2022,10,0,2823,2033,,,1,1,2823,Northwestern Oklahoma State Rangers,Northwestern Oklahoma State,Rangers,2033,Arkansas Tech Wonder Boys,Arkansas Tech,Wonder Boys,-1.0,-1.0
85186,2016,10,0,2617,2110,,,0,1,2617,Stephen F. Austin Lumberjacks,Stephen F. Austin,Lumberjacks,2110,Central Arkansas Bears,Central Arkansas,Bears,-1.0,-1.0
96286,2022,10,0,3112,2442,,,1,1,3112,Christopher Newport Captains,Christopher Newport,Captains,2442,College of New Jersey Lions,College of New Jersey,Lions,-1.0,-1.0
85168,2016,10,0,2197,2630,,,0,1,2197,Eastern Illinois Panthers,Eastern Illinois,Panthers,2630,UT Martin Skyhawks,UT Martin,Skyhawks,-1.0,-1.0
96595,2022,11,0,131,2222,,,1,1,131,Wayne State (MI) Warriors,Wayne State (MI),Warriors,2222,Ferris State Bulldogs,Ferris State,Bulldogs,-1.0,-1.0
96526,2022,11,0,2583,2441,,,1,1,2583,Southern Connecticut State Owls,Southern Connecticut State,Owls,2441,New Haven Chargers,New Haven,Chargers,-1.0,-1.0
96544,2022,11,0,112,2394,,,1,1,112,Tufts Jumbos,Tufts,Jumbos,2394,Middlebury Panthers,Middlebury,Panthers,-1.0,-1.0
96233,2022,10,0,2686,146,,,1,1,2686,Washington & Jefferson Presidents,Washington & Jefferson,Presidents,146,Grove City College Wolverines,Grove City College,Wolverines,-1.0,-1.0
96641,2022,11,0,2825,2911,,,1,1,2825,Quincy Hawks,Quincy,Hawks,2911,William Jewell College Cardinals,William Jewell College,Cardinals,-1.0,-1.0
96250,2022,10,0,2828,297,,,1,1,2828,Shenandoah Hornets,Shenandoah,Hornets,297,Hampden-Sydney Tigers,Hampden-Sydney,Tigers,-1.0,-1.0
96504,2022,11,0,18,110,,,1,1,18,Bridgewater State Bears,Bridgewater State,Bears,110,Mass Maritime Buccaneers,Mass Maritime,Buccaneers,-1.0,-1.0
89952,2019,11,0,2127,2261,,,0,1,2127,Charleston Southern Buccaneers,Charleston Southern,Buccaneers,2261,Hampton Pirates,Hampton,Pirates,-1.0,-1.0
96259,2022,10,0,2516,366,,,1,1,2516,Randolph-Macon Yellow Jackets,Randolph-Macon,Yellow Jackets,366,Ferrum Panthers,Ferrum,Panthers,-1.0,-1.0
96310,2022,10,0,2237,2714,,,1,1,2237,Fort Lewis Skyhawks,Fort Lewis,Skyhawks,2714,Western State Mountaineers,Western State,Mountaineers,-1.0,-1.0
96348,2022,10,0,611,2385,,,1,1,611,Seton Hill College Griffins,Seton Hill College,Griffins,2385,Mercyhurst Lakers,Mercyhurst,Lakers,-1.0,-1.0
96209,2022,10,0,247,2969,,,1,1,247,King's College (PA) Monarchs,King's College (PA),Monarchs,2969,Misericordia Cougars,Misericordia,Cougars,-1.0,-1.0
96347,2022,10,0,2911,2292,,,1,1,2911,William Jewell College Cardinals,William Jewell College,Cardinals,2292,Indianapolis Greyhounds,Indianapolis,Greyhounds,-1.0,-1.0
96223,2022,10,0,112335,2128,,,1,1,112335,Wheeling Jesuit Cardinals,Wheeling Jesuit,Cardinals,2128,Charleston (WV) Golden Eagles,Charleston (WV),Golden Eagles,-1.0,-1.0
96368,2022,10,0,272,2738,,,1,1,272,Wisconsin-Platteville Pioneers,Wisconsin-Platteville,Pioneers,2738,Wisconsin-Eau Claire Blugolds,Wisconsin-Eau Claire,Blugolds,-1.0,-1.0
96327,2022,10,0,2359,375,,,1,0,2359,Macalester Scots,Macalester,Scots,375,St. Scholastica College of St. Scholastica,St. Scholastica,College of St. Scholastica,-1.0,-1.0
89937,2019,11,0,2110,2545,,,0,1,2110,Central Arkansas Bears,Central Arkansas,Bears,2545,Southeastern Louisiana Lions,Southeastern Louisiana,Lions,-1.0,-1.0
96288,2022,10,0,2175,118,,,1,1,2175,Dickinson Red Devils,Dickinson,Red Devils,118,Johns Hopkins Blue Jays,Johns Hopkins,Blue Jays,-1.0,-1.0
96670,2022,11,0,2146,2237,,,1,1,2146,Colorado Mines Orediggers,Colorado Mines,Orediggers,2237,Fort Lewis Skyhawks,Fort Lewis,Skyhawks,-1.0,-1.0
89941,2019,11,0,2447,2277,,,0,1,2447,Nicholls Colonels,Nicholls,Colonels,2277,Houston Christian Huskies,Houston Christian,Huskies,-1.0,-1.0
89911,2019,11,0,233,2754,,,0,1,233,South Dakota Coyotes,South Dakota,Coyotes,2754,Youngstown State Penguins,Youngstown State,Penguins,-1.0,-1.0
96332,2022,10,0,2118,137,,,1,1,2118,Central Missouri State Mules,Central Missouri State,Mules,137,Missouri Western Griffons,Missouri Western,Griffons,-1.0,-1.0
96391,2022,10,0,2170,2698,,,1,1,2170,Delta State Statesmen,Delta State,Statesmen,2698,West Georgia Wolves,West Georgia,Wolves,-1.0,-1.0
96412,2022,10,0,101784,2213,,,1,0,101784,Erskine Flying Fleet,Erskine,Flying Fleet,2213,Emory & Henry Wasps,Emory & Henry,Wasps,-1.0,-1.0
96828,2022,12,0,216,390,,,1,0,216,Susquehanna Crusaders,Susquehanna,Crusaders,390,Utica Pioneers,Utica,Pioneers,-1.0,-1.0
96353,2022,10,0,2600,2101,,,1,1,2600,St. Johns (MN) Johnnies,St. Johns (MN),Johnnies,2101,Carleton Knights,Carleton,Knights,-1.0,-1.0
96661,2022,11,0,2044,409,,,1,1,2044,Aurora Spartans,Aurora,Spartans,409,Concordia (WI) Falcons,Concordia (WI),Falcons,-1.0,-1.0
96737,2022,11,0,2486,205,,,1,1,2486,Pacific Lutheran Lutes,Pacific Lutheran,Lutes,205,Pacific (OR) Boxers,Pacific (OR),Boxers,-1.0,-1.0
89907,2019,11,0,2010,2296,,,0,1,2010,Alabama A&M Bulldogs,Alabama A&M,Bulldogs,2296,Jackson State Tigers,Jackson State,Tigers,-1.0,-1.0
96350,2022,10,0,143,396,,,1,1,143,Washington (MO) Bears,Washington (MO),Bears,396,Wheaton College (Ill) Thunder,Wheaton College (Ill),Thunder,-1.0,-1.0
96575,2022,11,0,216,246,,,1,1,216,Susquehanna Crusaders,Susquehanna,Crusaders,246,Juniata Eagles,Juniata,Eagles,-1.0,-1.0
96567,2022,11,0,2121,2398,,,1,1,2121,Centre Colonels,Centre,Colonels,2398,Millsaps Majors,Millsaps,Majors,-1.0,-1.0
96714,2022,11,0,2170,2695,,,1,1,2170,Delta State Statesmen,Delta State,Statesmen,2695,West Alabama Tigers,West Alabama,Tigers,-1.0,-1.0
85199,2016,10,0,2097,2166,,,0,1,2097,Campbell Fighting Camels,Campbell,Fighting Camels,2166,Davidson Wildcats,Davidson,Wildcats,-1.0,-1.0
96342,2022,10,0,2588,2639,,,1,1,2588,Southwestern University Pirates,Southwestern University,Pirates,2639,Texas Lutheran Bulldogs,Texas Lutheran,Bulldogs,-1.0,-1.0
89914,2019,11,0,79,2623,,,0,1,79,Southern Illinois Salukis,Southern Illinois,Salukis,2623,Missouri State Bears,Missouri State,Bears,-1.0,-1.0
96533,2022,11,0,2336,2213,,,1,0,2336,Limestone Saints,Limestone,Saints,2213,Emory & Henry Wasps,Emory & Henry,Wasps,-1.0,-1.0
96174,2022,10,0,2644,2242,,,1,1,2644,Thiel College Tomcats,Thiel College,Tomcats,2242,Geneva College Golden Tornadoes,Geneva College,Golden Tornadoes,-1.0,-1.0
96478,2022,11,0,2442,2871,,,1,1,2442,College of New Jersey Lions,College of New Jersey,Lions,2871,Kean Cougars,Kean,Cougars,-1.0,-1.0
96515,2022,11,0,118,2700,,,1,1,118,Johns Hopkins Blue Jays,Johns Hopkins,Blue Jays,2700,McDaniel College Terrors,McDaniel College,Terrors,-1.0,-1.0
96275,2022,10,0,2654,2816,,,1,1,2654,Truman State Bulldogs,Truman State,Bulldogs,2816,McKendree Bearcats,McKendree,Bearcats,-1.0,-1.0
96675,2022,11,0,2938,548,,,1,1,2938,Huntingdon Hawks,Huntingdon,Hawks,548,LaGrange College Panthers,LaGrange College,Panthers,-1.0,-1.0
96606,2022,11,0,366,2047,,,1,0,366,Ferrum Panthers,Ferrum,Panthers,2047,Averett Cougars,Averett,Cougars,-1.0,-1.0
96628,2022,11,0,2233,2262,,,1,1,2233,Franklin Grizzlies,Franklin,Grizzlies,2262,Hanover Panthers,Hanover,Panthers,-1.0,-1.0
85164,2016,10,0,119,2210,,,0,1,119,Towson Tigers,Towson,Tigers,2210,Elon Phoenix,Elon,Phoenix,-1.0,-1.0
96658,2022,11,0,2141,2685,,,1,1,2141,Coe Kohawks,Coe,Kohawks,2685,Wartburg Knights,Wartburg,Knights,-1.0,-1.0
85174,2016,10,0,2010,2755,,,0,1,2010,Alabama A&M Bulldogs,Alabama A&M,Bulldogs,2755,Grambling Tigers,Grambling,Tigers,-1.0,-1.0
96801,2022,12,0,452,81,,,1,0,452,Endicott College Gulls,Endicott College,Gulls,81,Springfield Pride,Springfield,Pride,-1.0,-1.0
96225,2022,10,0,2441,112334,,,1,1,2441,New Haven Chargers,New Haven,Chargers,112334,Franklin Pierce Ravens,Franklin Pierce,Ravens,-1.0,-1.0
85217,2016,10,0,2534,2377,,,0,1,2534,Sam Houston State Bearkats,Sam Houston State,Bearkats,2377,McNeese Cowboys,McNeese,Cowboys,-1.0,-1.0
96343,2022,10,0,2152,162,,,1,1,2152,Concordia (MN) Cobbers,Concordia (MN),Cobbers,162,Hamline Fighting Pipers,Hamline,Fighting Pipers,-1.0,-1.0
96336,2022,10,0,2424,2146,,,1,1,2424,New Mexico Highlands Cowboys,New Mexico Highlands,Cowboys,2146,Colorado Mines Orediggers,Colorado Mines,Orediggers,-1.0,-1.0
85163,2016,10,0,2692,2464,,,0,1,2692,Weber State Wildcats,Weber State,Wildcats,2464,Northern Arizona Lumberjacks,Northern Arizona,Lumberjacks,-1.0,-1.0
96770,2022,11,0,2658,2848,,,1,0,2658,Texas A&M-Kingsville Javelinas,Texas A&M-Kingsville,Javelinas,2848,Western Oregon Wolves,Western Oregon,Wolves,-1.0,-1.0
89906,2019,11,0,2428,2450,,,0,1,2428,North Carolina Central Eagles,North Carolina Central,Eagles,2450,Norfolk State Spartans,Norfolk State,Spartans,-1.0,-1.0
96524,2022,11,0,2302,359,,,1,1,2302,John Carroll Blue Streaks,John Carroll,Blue Streaks,359,Otterbein Cardinals,Otterbein,Cardinals,-1.0,-1.0
96313,2022,10,0,2206,124110,,,1,0,2206,Edward Waters Tigers,Edward Waters,Tigers,124110,UFTL Eagles,UFTL,Eagles,-1.0,-1.0
95829,2022,8,0,166,23,,,0,0,166,New Mexico State Aggies,New Mexico State,Aggies,23,San José State Spartans,San José State,Spartans,-1.0,-1.0
89951,2019,11,0,2502,302,,,0,1,2502,Portland State Vikings,Portland State,Vikings,302,California Davis Aggies,UC Davis,Aggies,-1.0,-1.0
